date,week,year,mql_count
2017-03-08,10,2017,2
2017-03-09,10,2017,4
2017-03-11,10,2017,1
2017-03-19,12,2017,2
2017-03-26,13,2017,1
2017-03-27,13,2017,1
2017-03-30,13,2017,3
2017-03-31,13,2017,1
2017-04-05,14,2017,1
2017-04-07,14,2017,2
2017-04-09,15,2017,2
2017-04-10,15,2017,2
2017-04-25,17,2017,3
2017-04-16,16,2017,1
2017-04-19,16,2017,4
2017-04-21,16,2017,2
2017-04-23,17,2017,2
2017-04-27,17,2017,1
2017-04-28,17,2017,2
2017-04-29,17,2017,2
2017-04-30,18,2017,3
2017-05-01,18,2017,2
2017-05-03,18,2017,1
2017-05-04,18,2017,2
2017-05-05,18,2017,2
2017-05-06,18,2017,1
2017-05-11,19,2017,1
2017-05-15,20,2017,4
2017-05-16,20,2017,4
2017-05-17,20,2017,4
2017-05-18,20,2017,3
2017-05-19,20,2017,2
2017-05-22,21,2017,4
2017-05-27,21,2017,2
2017-05-30,22,2017,3
2017-06-05,23,2017,2
2017-06-09,23,2017,3
2017-06-11,24,2017,3
2017-06-12,24,2017,3
2017-06-14,24,2017,3
2017-06-15,24,2017,1
2017-06-21,25,2017,1
2017-06-23,25,2017,2
2017-06-25,26,2017,2
2017-06-26,26,2017,4
2017-06-28,26,2017,3
2017-07-01,26,2017,2
2017-07-03,27,2017,1
2017-07-04,27,2017,4
2017-07-09,28,2017,1
2017-07-10,28,2017,2
2017-07-11,28,2017,2
2017-07-12,28,2017,2
2017-07-13,28,2017,2
2017-07-14,28,2017,4
2017-07-16,29,2017,2
2017-07-17,29,2017,5
2017-07-22,29,2017,1
2017-07-23,30,2017,2
2017-07-24,30,2017,10
2017-07-25,30,2017,2
2017-07-27,30,2017,4
2017-08-20,34,2017,2
2017-08-01,31,2017,1
2023-11-13,46,2023,2
2023-12-25,52,2023,2
