Email Name,Sent,Delivered,% Delivered,Hard Bounced,Soft Bounced,Pending,Opened,% Opened,Clicked Email,% Clicked Email,Clicked to Opened Ratio,Unsubscribed,% Unsubscribed,First Activity (PDT),Last Activity (PDT),Include,days_between
Nurture | SEA Research Report (ID).Email 2 - Apakah Anda Mengukur Metrik yang Tepat untuk Program Influencer Anda?,67,66,98.50%,0,1,0,29,43.90%,1,1.50%,3.40%,0,0.00%,"Feb 7, 2024 10:01 AM","Nov 27, 2024 5:06 PM",0,294
Nurture | SEA Research Report (ID).Email 3 -Diversifikasi dan Tingkatkan Strategi Influencer Anda dengan impact.com,63,61,96.80%,1,1,0,24,39.30%,0,0.00%,,0,0.00%,"Feb 21, 2024 10:00 AM","Dec 11, 2024 5:06 PM",0,294
Nurture | SEA Research Report (ID).Email 4 - Permudah Pengelolaan Influencer Lokal dengan impact.com,60,58,96.70%,1,1,0,25,43.10%,1,1.70%,4.00%,1,1.70%,"Mar 6, 2024 10:01 AM","Dec 25, 2024 5:05 PM",0,294
Nurture | SEA Research Report (ID).Email 5 -Ciptakan Kisah Sukses Anda Sendiri seperti ZALORA dan SEPHORA,57,56,98.20%,0,1,0,26,46.40%,0,0.00%,,1,1.80%,"Mar 20, 2024 11:00 AM","Jan 8, 2025 5:06 PM",0,294
Nurture | SEA Research Report (No ID).Email 1- E-commerce Influencer Marketing in Southeast Asia - Execute Your Strategy with impact.com,30,28,93.30%,1,1,0,12,42.90%,1,3.60%,8.30%,0,0.00%,"Jan 24, 2024 10:01 AM","Feb 5, 2025 4:01 PM",0,378
Nurture | SEA Research Report (No ID).Email 2 - Master the Art of Influencer Marketing in Southeast Asia,25,23,92.00%,1,1,0,10,43.50%,1,4.30%,10.00%,0,0.00%,"Feb 7, 2024 10:01 AM","Nov 27, 2024 6:53 PM",0,294
Nurture | SEA Research Report (No ID).Email 3 -Influencer Marketing Success Stories and How your brand Can Benefit,22,21,95.50%,1,0,0,9,42.90%,0,0.00%,,0,0.00%,"Feb 21, 2024 10:00 AM","Dec 14, 2024 3:04 AM",0,297
Nurture | SEA Research Report (No ID).Email 4- Get More with Less and Discover How impact.com Sets your Brand Up for Success,21,20,95.20%,1,0,0,7,35.00%,0,0.00%,,0,0.00%,"Mar 6, 2024 10:01 AM","Dec 25, 2024 5:35 PM",0,294
Nurture | SEA Research Report (No ID).Email 5 -Double your Success with Influencers + Affiliates with impact.com,20,20,100.00%,0,0,0,6,30.00%,0,0.00%,,0,0.00%,"Mar 20, 2024 11:00 AM","Jan 8, 2025 5:30 PM",0,294
Nurture | SEA.Email 1 - Creator - Boost Your Influencer Marketing with Impact.com / creator,303,279,92.10%,17,7,0,84,30.10%,4,1.40%,4.80%,2,0.70%,"Jul 19, 2023 5:00 PM","May 28, 2025 5:00 PM",0,679
Nurture | SEA.Email 1 - Default - No more ads: Discover the new way consumers are purchasing,"1,417","1,094",77.20%,255,68,0,326,29.80%,21,1.90%,6.40%,8,0.70%,"Jun 7, 2023 6:01 PM","Dec 17, 2024 1:09 PM",0,559
Nurture | SEA.Email 1 - Network v SaaS - Stagnant growth? Here’s A Better Alternative to Affiliate Networks,25,24,96.00%,1,0,0,5,20.80%,0,0.00%,,0,0.00%,"Jul 25, 2023 5:01 PM","Jul 26, 2023 12:29 AM",0,0
Nurture | SEA.Email 1 - Travel Stream Campaign - Free guide: influencer strategy revealed,3,2,66.70%,1,0,0,0,0.00%,0,0.00%,,0,0.00%,"Mar 27, 2025 8:01 AM","Mar 27, 2025 8:19 AM",0,0
Nurture | SEA.Email 1 - Your affiliate program is doomed,22,22,100.00%,0,0,0,10,45.50%,0,0.00%,,0,0.00%,"Aug 7, 2024 11:00 AM","Mar 19, 2025 7:30 PM",0,224
Nurture | SEA.Email 2 - Creator - Are Your Influencers Really Contributing to Your Bottom Line?,236,223,94.50%,8,5,0,71,31.80%,7,3.10%,9.90%,0,0.00%,"Aug 2, 2023 5:00 PM","Jun 4, 2025 5:00 PM",0,672
Nurture | SEA.Email 2 - Default - Affiliate marketing and partnerships drive 28% of company revenue - learn how,"1,002",929,92.70%,30,43,0,259,27.90%,21,2.30%,8.10%,2,0.20%,"Jun 14, 2023 6:01 PM","Nov 11, 2024 8:01 PM",0,516
Nurture | SEA.Email 2 - Network v SaaS - Stuck with High Commission Rates with your Affiliate Network?,24,24,100.00%,0,0,0,3,12.50%,0,0.00%,,0,0.00%,"Aug 1, 2023 5:00 PM","Aug 1, 2023 7:40 PM",0,0
Nurture | SEA.Email 2 - Save your affiliate program now,22,21,95.50%,1,0,0,10,47.60%,0,0.00%,,1,4.80%,"Aug 14, 2024 11:00 AM","Apr 16, 2025 7:30 PM",0,245
Nurture | SEA.Email 2 - Travel Stream Campaign - How travel brands achieve up to 500 percent ROI,2,2,100.00%,0,0,0,1,50.00%,1,50.00%,100.00%,0,0.00%,"Apr 3, 2025 8:00 AM","Apr 4, 2025 9:52 PM",0,2
Nurture | SEA.Email 3 - Are you tracking your affiliates properly?,20,20,100.00%,0,0,0,8,40.00%,0,0.00%,,0,0.00%,"Sep 4, 2024 11:00 AM","May 14, 2025 7:30 PM",0,252
Nurture | SEA.Email 3 - Creator - Say Goodbye to Guesswork on How Much You’re Paying Your Influencers,228,211,92.50%,11,6,0,64,30.30%,1,0.50%,1.60%,2,0.90%,"Aug 9, 2023 5:00 PM","Mar 19, 2025 5:57 PM",0,588
"Nurture | SEA.Email 3 - Default - See how Love, Bonito drove 20% of total new orders through partnerships","1,003",931,92.80%,24,48,0,266,28.60%,16,1.70%,6.00%,3,0.30%,"Jun 7, 2023 6:01 PM","Nov 11, 2024 8:01 PM",0,523
Nurture | SEA.Email 3 - Network v SaaS - Ensure Transparency and Brand Safety with Impact.com,23,23,100.00%,0,0,0,3,13.00%,0,0.00%,,0,0.00%,"Aug 8, 2023 5:00 PM","Aug 9, 2023 5:59 PM",0,1
Nurture | SEA.Email 3 - Travel Stream Campaign - Innovative influencer tactic revealed,2,2,100.00%,0,0,0,0,0.00%,0,0.00%,,0,0.00%,"Apr 10, 2025 8:00 AM","Apr 10, 2025 8:01 AM",0,0
Nurture | SEA.Email 4 - Creator - Track Your Influencer Programme from End-to-End,223,212,95.10%,5,6,0,55,25.90%,4,1.90%,7.30%,1,0.50%,"Aug 16, 2023 5:00 PM","Mar 26, 2025 5:38 PM",0,588
Nurture | SEA.Email 4 - Default - Boost your company revenue with this new power channel,956,894,93.50%,20,42,0,247,27.60%,12,1.30%,4.90%,1,0.10%,"Jun 14, 2023 6:01 PM","Nov 11, 2024 8:01 PM",0,516
Nurture | SEA.Email 4 - Network v SaaS - Affiliate Network or SaaS Partnership Platform?,23,23,100.00%,0,0,0,2,8.70%,0,0.00%,,1,4.30%,"Aug 15, 2023 5:01 PM","Aug 25, 2023 1:08 AM",0,9
Nurture | SEA.Email 4 - Spend efficiently on affiliates now,19,19,100.00%,0,0,0,9,47.40%,0,0.00%,,0,0.00%,"Oct 2, 2024 11:01 AM","May 15, 2025 8:00 AM",0,225
"Nurture | SEA.Email 4 - Travel Stream Campaign - Find influencers anywhere, anytime with impact",2,2,100.00%,0,0,0,0,0.00%,0,0.00%,,0,0.00%,"Apr 17, 2025 8:00 AM","Apr 17, 2025 8:00 AM",0,0
Nurture | SEA.Email 5 - [Exclusive] Sephora's partners tripled growth,15,15,100.00%,0,0,0,8,53.30%,0,0.00%,,0,0.00%,"Oct 30, 2024 11:01 AM","Feb 19, 2025 4:01 PM",0,112
Nurture | SEA.Email 5 - Creator - Unlock the Power of Influencer Marketing with Impact.com,220,211,95.90%,5,4,0,54,25.60%,2,0.90%,3.70%,0,0.00%,"Aug 23, 2023 10:00 PM","Apr 2, 2025 5:47 PM",0,588
Nurture | SEA.Email 5 - Default - Sephora and ZALORA’s ROI grew by 50% with impact.com — now it’s your turn,930,866,93.10%,19,45,0,236,27.30%,13,1.50%,5.50%,3,0.30%,"Jun 21, 2023 6:01 PM","Sep 26, 2024 9:00 AM",0,463
Nurture | SEA.Email 5 - Network v SaaS - Success Stories: How Brands Thrive with Impact.com,23,23,100.00%,0,0,0,1,4.30%,0,0.00%,,0,0.00%,"Aug 22, 2023 10:00 PM","Aug 22, 2023 10:58 PM",0,0
Nurture | SEA.Email 5 - Travel Stream Campaign - Boost Your Bookings Now: Virgin & Skyscanner's Secret,2,2,100.00%,0,0,0,0,0.00%,0,0.00%,,0,0.00%,"Apr 24, 2025 8:00 AM","Apr 24, 2025 8:01 AM",0,0
Nurture | SEA.Email 6 - Default - Building influencer partnerships in Southeast Asia: The top strategies,905,839,92.70%,21,45,0,235,28.00%,13,1.50%,5.50%,2,0.20%,"Jun 28, 2023 6:00 PM","Sep 26, 2024 9:00 AM",0,456
Nurture | SEA.Email 6 - Lenovo's program is now next level,15,15,100.00%,0,0,0,8,53.30%,0,0.00%,,0,0.00%,"Nov 27, 2024 10:00 AM","Mar 19, 2025 5:00 PM",0,112
"Nurture | SEA.Email 6 - Travel Stream Campaign - Three solutions, one goal to boost bookings",2,2,100.00%,0,0,0,0,0.00%,0,0.00%,,0,0.00%,"May 1, 2025 8:00 AM","May 1, 2025 8:01 AM",0,0
Nurture | SEA.Email 7 - Default - Learn how impact.com’s Partnership Management Platform can help you accelerate revenue growth through partnerships,884,817,92.40%,21,46,0,230,28.20%,15,1.80%,6.50%,2,0.20%,"Jul 5, 2023 6:00 PM","Sep 26, 2024 10:29 PM",0,449
Nurture | SEA.Email 7 - Get an analysis of your affiliate program,15,15,100.00%,0,0,0,9,60.00%,0,0.00%,,0,0.00%,"Dec 25, 2024 10:01 AM","Apr 16, 2025 5:00 PM",0,112
"Nurture | SEA.Email 8 - Default - We haven’t heard back from you, but let’s stay connected",858,803,93.60%,15,40,0,223,27.80%,12,1.50%,5.40%,4,0.50%,"Jul 12, 2023 6:00 PM","Dec 6, 2024 7:14 AM",0,513
Nurture | SEA.Partnership Economy_Email 01__Research Report_Paid Media is Dying- Unlock the Power of Partnerships,51,50,98.00%,0,1,0,40,80.00%,32,64.00%,80.00%,0,0.00%,"Oct 10, 2024 8:00 AM","Mar 20, 2025 8:03 AM",0,161
Nurture | SEA.Partnership Economy_Email 02__Blog Post_Discover the Hidden Power of Influencers,51,50,98.00%,0,1,0,42,84.00%,36,72.00%,85.70%,0,0.00%,"Oct 17, 2024 8:00 AM","Mar 27, 2025 8:12 AM",0,161
Nurture | SEA.Partnership Economy_Email 03__Ebook_Uncover ways for effective growth,51,49,96.10%,1,1,0,41,83.70%,36,73.50%,87.80%,0,0.00%,"Oct 24, 2024 8:00 AM","Apr 3, 2025 8:02 AM",0,161
Nurture | SEA.Partnership Economy_Email 04__Ebook_Harness the power of influencers in SEA,50,49,98.00%,0,1,0,40,81.60%,36,73.50%,90.00%,0,0.00%,"Oct 31, 2024 8:01 AM","Apr 10, 2025 8:03 AM",0,161
Nurture | SEA.Partnership Economy_Email 05__Tired of growing solo? Partner with anyone,45,44,97.80%,0,1,0,35,79.50%,29,65.90%,82.90%,0,0.00%,"Nov 21, 2024 8:00 AM","Apr 17, 2025 8:01 AM",0,147
Nurture | SEA.Partnership Economy_Email 06__Brand-to-brand partnerships are underrated,34,34,100.00%,0,0,0,23,67.60%,19,55.90%,82.60%,0,0.00%,"Nov 28, 2024 8:00 AM","Mar 27, 2025 8:08 AM",0,119
Nurture | SEA.Partnership Economy_Email 07__Create the best brand ambassadors for your brand,34,33,97.10%,0,1,0,26,78.80%,19,57.60%,73.10%,0,0.00%,"Dec 5, 2024 8:00 AM","Apr 3, 2025 8:01 AM",0,119
Nurture | SEA.Partnership Economy_Email 08__Zalora Boosted ROI & Referrals with impact.com (Can You Do the Same?),29,28,96.60%,0,1,0,18,64.30%,13,46.40%,72.20%,0,0.00%,"Dec 12, 2024 8:00 AM","Apr 10, 2025 7:21 PM",0,119
Nurture | SEA.Partnership Economy_Email 09__Triple Your Earnings with Strategic Partnerships,29,29,100.00%,0,0,0,21,72.40%,7,24.10%,33.30%,0,0.00%,"Dec 19, 2024 8:01 AM","Apr 17, 2025 8:03 AM",0,119
Nurture | SEA.Welcome__Email 01__Video_Is advertising dead?,"1,126",971,86.20%,118,37,0,270,27.80%,29,3.00%,10.70%,6,0.60%,"Oct 3, 2024 8:01 AM","May 30, 2025 12:31 AM",0,239
Nurture | SEA.Welcome__Email 02__Whitepaper_Beat rising advertising costs,972,922,94.90%,16,34,0,249,27.00%,3,0.30%,1.20%,1,0.10%,"Oct 10, 2024 8:00 AM","Jun 5, 2025 8:02 AM",0,238
Nurture | SEA.Welcome__Email 03__Ebook_Are ad blockers being a nuisance to your brand?,949,906,95.50%,11,32,0,235,25.90%,1,0.10%,0.40%,1,0.10%,"Oct 17, 2024 8:00 AM","May 29, 2025 8:01 AM",0,224
Nurture | SEA.Welcome__Email 04__Research Report_Don’t lose your target audience,935,901,96.40%,7,27,0,227,25.20%,13,1.40%,5.70%,4,0.40%,"Oct 24, 2024 8:00 AM","Jun 5, 2025 8:00 AM",0,224
Nurture | SEA.Welcome__Email 05__Blog Post_Marketing is hard you can’t always drive ROI,910,882,96.90%,7,21,0,232,26.30%,3,0.30%,1.30%,3,0.30%,"Oct 31, 2024 8:01 AM","May 29, 2025 8:01 AM",0,210
Nurture | SEA.Welcome__Email 06__Ebook_Get consumers to love your company,894,868,97.10%,4,22,0,237,27.30%,1,0.10%,0.40%,1,0.10%,"Nov 7, 2024 8:01 AM","Jun 5, 2025 8:01 AM",0,210
Nurture | SEA.Welcome__Email 07__Blog Post_Build your brand authenticity easily,889,862,97.00%,3,24,0,215,24.90%,1,0.10%,0.50%,4,0.50%,"Nov 14, 2024 8:01 AM","Jun 5, 2025 8:02 AM",0,203
Nurture | SEA.Welcome__Email 08__Blog Post_Build your brand authenticity easily,872,841,96.40%,6,25,0,202,24.00%,1,0.10%,0.50%,0,0.00%,"Nov 21, 2024 8:00 AM","May 29, 2025 8:01 AM",0,189
Nurture | Supply Side - Commerce Content (TRX & PB).Email 01 - Welcome Email – The publisher’s guide to commerce content,227,207,91.20%,8,12,0,111,53.60%,1,0.50%,0.90%,0,0.00%,"Jun 6, 2023 11:01 AM","Jun 4, 2025 8:00 AM",0,729
Nurture | Supply Side - Commerce Content (TRX & PB).Email 02 - How publishers find brand partners for commerce content,243,231,95.10%,7,5,0,113,48.90%,7,3.00%,6.20%,3,1.30%,"Jun 6, 2023 11:01 AM","May 14, 2025 8:36 AM",0,708
Nurture | Supply Side - Commerce Content (TRX & PB).Email 03 - How publishers can future-proof their commerce content,235,223,94.90%,4,8,0,104,46.60%,3,1.30%,2.90%,2,0.90%,"Jun 13, 2023 11:00 AM","May 21, 2025 8:00 AM",0,708
Nurture | Supply Side - Commerce Content (TRX & PB).Email 04 - The ultimate guide to commerce content maturity,209,202,96.70%,2,5,0,96,47.50%,4,2.00%,4.20%,1,0.50%,"Jun 20, 2023 11:01 AM","May 28, 2025 8:01 AM",0,708
Nurture | Supply Side - Commerce Content (TRX & PB).Email 05 - TRX PXA Course,203,196,96.60%,1,6,0,98,50.00%,2,1.00%,2.00%,2,1.00%,"Jun 27, 2023 11:01 AM","Jun 4, 2025 8:00 AM",0,708
Nurture | Supply Side - Commerce Content (TRX & PB).Email 06 - The State of Commerce Content 2023 report,187,183,97.90%,0,4,0,81,44.30%,4,2.20%,4.90%,2,1.10%,"Jul 4, 2023 11:00 AM","Jun 4, 2025 5:05 AM",0,701
Nurture | Supply Side - Commerce Content (TRX & PB).Email 07 - a360media case study,184,179,97.30%,0,5,0,85,47.50%,0,0.00%,,1,0.60%,"Jul 11, 2023 11:00 AM","May 21, 2025 7:00 AM",0,680
Nurture | Supply Side - Commerce Content (TRX & PB).Email 08 - Link scanner explainer video,183,176,96.20%,2,5,0,86,48.90%,0,0.00%,,3,1.70%,"Jul 18, 2023 11:00 AM","May 28, 2025 7:01 AM",0,680
Nurture | Supply Side - Commerce Content (TRX & PB).Email 09 - Link scanner calculator,179,172,96.10%,1,6,0,87,50.60%,2,1.20%,2.30%,2,1.20%,"Jul 25, 2023 11:01 AM","Jun 4, 2025 7:01 AM",0,680
Nurture | Supply Side - Commerce Content (TRX & PB).Email 10 - Request a demo – Supply/publisher demo request form,175,168,96.00%,0,7,0,85,50.60%,0,0.00%,,3,1.80%,"Aug 1, 2023 11:00 AM","Jun 4, 2025 9:47 PM",0,673
Nurture | Tech Partners.Tech Partners nurture - Shopify.01 Meet consumers where they’re at through the partnerships approach,"2,655","2,597",97.80%,38,20,0,"1,359",52.30%,79,3.00%,5.80%,60,2.30%,"Jun 8, 2023 6:01 AM","Jun 5, 2025 8:11 PM",0,729
"Nurture | Tech Partners.Tech Partners nurture - Shopify.02 Make affiliates and influencers your Shopify BFF, [first name]","2,134","2,108",98.80%,12,14,0,"1,061",50.30%,60,2.80%,5.70%,36,1.70%,"Jun 8, 2023 6:01 AM","Jun 6, 2025 6:00 AM",0,729
Nurture | Tech Partners.Tech Partners nurture - Shopify.03 Overcome consumer distrust—here’s how with partnerships,"2,016","1,985",98.50%,14,17,0,946,47.70%,25,1.30%,2.60%,20,1.00%,"Jun 8, 2023 6:01 AM","Jun 5, 2025 7:19 PM",0,729
Nurture | Tech Partners.Tech Partners nurture - Shopify.04 impact.com + Shopify: Drive more sales with partnerships,"1,920","1,894",98.60%,10,16,0,943,49.80%,32,1.70%,3.40%,19,1.00%,"Jun 8, 2023 6:01 AM","Jun 5, 2025 9:57 AM",0,728
Nurture | Tech Partners.Tech Partners nurture - Shopify.05 How Corkcicle achieved 178% more affiliate revenue growth,"1,854","1,823",98.30%,14,17,0,839,46.00%,26,1.40%,3.10%,16,0.90%,"Jun 8, 2023 6:01 AM","Jun 6, 2025 6:00 AM",0,729
Nurture | Tech Partners.Tech Partners nurture - Shopify.06 Building trust beyond advertising,"1,779","1,750",98.40%,10,19,0,820,46.90%,18,1.00%,2.20%,18,1.00%,"Jun 8, 2023 6:01 AM","Jun 6, 2025 4:43 AM",0,729
Nurture | Tech Partners.Tech Partners nurture - Shopify.07 What are the top benefits of retail partnerships? Here’s the list,"1,720","1,692",98.40%,11,17,0,749,44.30%,22,1.30%,2.90%,11,0.70%,"Jun 8, 2023 6:01 AM","Jun 6, 2025 6:02 AM",0,729
Nurture | Tech Partners.Tech Partners nurture - Shopify.08 [Infographic] See the science behind partnership 314% ROI,"1,662","1,637",98.50%,8,17,0,748,45.70%,21,1.30%,2.80%,7,0.40%,"Jun 8, 2023 6:01 AM","Jun 5, 2025 1:14 PM",0,728
Nurture | Tech Partners.Tech Partners nurture - Shopify.10 Shopify retailers can learn from Walmart’s savvy partnerships,"1,608","1,586",98.60%,9,13,0,714,45.00%,19,1.20%,2.70%,11,0.70%,"Jun 8, 2023 6:01 AM","Jun 5, 2025 6:37 AM",0,728
Nurture | Tech Partners.Tech Partners nurture - Shopify.11 Thinking about partnership tech? Ask tough questions first,"1,564","1,539",98.40%,9,16,0,678,44.10%,14,0.90%,2.10%,5,0.30%,"Jun 8, 2023 6:01 AM","Jun 5, 2025 7:11 PM",0,729
Nurture | Tech Partners.Tech Partners nurture - Shopify.12 Read how Ivory Ella’s partner program boosted revenue 55%,"1,528","1,500",98.20%,10,18,0,642,42.80%,18,1.20%,2.80%,5,0.30%,"Jun 8, 2023 6:01 AM","Jun 6, 2025 7:04 AM",0,729
Nurture | Tech Partners.Tech Partners nurture - Shopify.13 Automating its affiliate program multiplied revenue 10X at Vincero,"1,473","1,452",98.60%,7,14,0,631,43.50%,20,1.40%,3.20%,5,0.30%,"Jun 8, 2023 6:01 AM","Jun 6, 2025 8:23 AM",0,729
"Nurture | Tech Partners.Tech Partners nurture - Shopify.14 Heads-up Shopify merchants, Harry’s has some advice for you","1,439","1,410",98.00%,14,15,0,610,43.30%,15,1.10%,2.50%,8,0.60%,"Jun 8, 2023 6:01 AM","Jun 5, 2025 9:57 AM",0,728
Nurture | Tech Partners.Tech Partners nurture - Shopify.16. Not getting results with ads? Boost your business with partnerships,"1,406","1,384",98.40%,6,16,0,612,44.20%,15,1.10%,2.50%,8,0.60%,"Jun 8, 2023 6:01 AM","Jun 5, 2025 2:39 PM",0,728
Nurture | Tech Partners.Tech Partners nurture - Shopify.17. Grow your partnership program and contribute up to 28% of overall revenue,"1,360","1,330",97.80%,15,15,0,574,43.20%,19,1.40%,3.30%,3,0.20%,"Jun 8, 2023 6:01 AM","Jun 5, 2025 1:09 PM",0,728
Nurture | Tech Partners.Tech Partners nurture - Shopify.18. Choose the best publishers and creators video,"1,322","1,295",98.00%,7,20,0,559,43.20%,11,0.80%,2.00%,8,0.60%,"Jun 8, 2023 6:01 AM","Jun 5, 2025 8:34 AM",0,728
Nurture__PC_.01 - Email - eBook - (Affiliate) - | 13 best practices for affiliate partnerships,598,559,93.50%,8,31,0,212,37.90%,7,1.30%,3.30%,4,0.70%,"Jun 7, 2023 11:01 AM","May 2, 2024 2:15 PM",0,330
"Nurture__PC_.01 - Email - Welcome - 2020 - A/B {Hey}, welcome to the world of partnerships","26,555","21,818",82.20%,"3,691","1,052",0,"4,981",22.80%,178,0.80%,3.60%,302,1.40%,"Jun 7, 2023 11:16 AM","May 29, 2025 5:15 AM",0,722
Nurture__PC_.01. Email - Blog - (Partnerships) - | 11 surprising ways to measure partnership ROI,"4,688","4,441",94.70%,185,62,0,"2,658",59.90%,96,2.20%,3.60%,71,1.60%,"Jun 7, 2023 12:16 PM","Jun 5, 2025 12:10 AM",0,728
Nurture__PC_.01. Email - Infographic - (Social) - | [Infographic] Influencer partnerships—your step-by-step guide,"2,147","2,072",96.50%,42,27,0,"1,013",48.90%,79,3.80%,7.80%,35,1.70%,"Jun 7, 2023 12:46 PM","Jun 3, 2025 10:11 AM",0,727
Nurture__PC_.01. Nurture (B2B): | Welcome to B2B SaaS,"2,086","2,030",97.30%,30,24,0,933,46.00%,36,1.80%,3.90%,29,1.40%,"Jun 7, 2023 1:01 PM","Jun 5, 2025 9:21 PM",0,729
Nurture__PC_.02 - Email - [Infographic] Find out why 48% of marketers increased influencer spend,"16,906","15,118",89.40%,850,940,0,"1,707",11.30%,54,0.40%,3.20%,65,0.40%,"Jun 7, 2023 11:16 AM","Jan 31, 2025 9:04 AM",0,604
Nurture__PC_.02 - Email - eBook - (Affiliate) - | eBook: Ready to evolve your affiliate program? Here’s your blueprint,800,758,94.80%,6,36,0,298,39.30%,8,1.10%,2.70%,2,0.30%,"Jun 7, 2023 11:01 AM","Jun 5, 2025 7:01 AM",0,729
Nurture__PC_.02. Email - Blog - (Partnerships) - | This channel is growing 50% YOY (and it just blew past paid search),"2,432","2,333",95.90%,45,54,0,"1,217",52.20%,35,1.50%,2.90%,27,1.20%,"Jun 7, 2023 12:16 PM","May 12, 2025 8:33 AM",0,705
Nurture__PC_.02. Email - Infographic - (Social) - | Get the do’s and don’ts of influencer marketing—is your program mature?,"1,756","1,716",97.70%,17,23,0,728,42.40%,28,1.60%,3.80%,23,1.30%,"Jun 7, 2023 12:46 PM","May 4, 2024 6:58 PM",0,332
Nurture__PC_.02. Nurture (B2B): | Ultimate guide to SaaS affiliate marketing,"1,712","1,677",98.00%,10,24,0,725,43.20%,28,1.70%,3.90%,20,1.20%,"Jun 14, 2023 1:01 PM","Jun 5, 2025 1:55 PM",0,722
Nurture__PC_.03 - Email - Blog - (Affiliate) - | Hot topic! Affiliates vs. partnerships—what’s the difference? Find out,"34,911","33,876",97.00%,246,790,0,"13,389",39.50%,411,1.20%,3.10%,187,0.60%,"Jun 7, 2023 11:01 AM","Jun 5, 2025 8:20 AM",0,729
Nurture__PC_.03 - Email - Blog Post - Affiliate - RIP Affiliate Marketing—you had a good run!,"15,598","14,045",90.00%,674,881,0,"1,647",11.70%,122,0.90%,7.40%,60,0.40%,"Jun 7, 2023 11:16 AM","Apr 4, 2025 3:02 PM",0,667
"Nurture__PC_.03. Email - eBook - (Partnerships) - | You deserve a promotion, [first name], and this eBook can help","4,402","4,283",97.30%,58,61,0,"2,493",58.20%,49,1.10%,2.00%,40,0.90%,"Jun 7, 2023 12:16 PM","May 22, 2025 7:15 AM",0,715
Nurture__PC_.03. Email - eBook - (Social) - | 6 mistakes that can break your influencer program—and how to fix them,"3,646","3,545",97.20%,43,49,0,"1,522",42.90%,58,1.60%,3.80%,41,1.20%,"Jun 7, 2023 12:46 PM","Jun 6, 2025 4:58 AM",0,730
Nurture__PC_.03. Nurture (B2B): | Field Guide To B2B: 16 partnership species for building a revenue-generating habitat,"1,621","1,590",98.10%,8,22,0,672,42.30%,29,1.80%,4.30%,5,0.30%,"Jun 7, 2023 1:01 PM","Jun 5, 2025 7:21 PM",0,729
Nurture__PC_.04 - Email - eBook - (Affiliate) - | [ebook] The ultimate guide to affiliate marketing automation,583,544,93.30%,5,34,0,193,35.50%,6,1.10%,3.10%,3,0.60%,"Jun 7, 2023 11:01 AM","May 2, 2024 8:00 AM",0,330
"Nurture__PC_.04 - Email - eBook - Partnerships - You deserve a promotion, my friend, and this ebook will help","19,638","17,899",91.10%,759,984,0,"2,383",13.30%,122,0.70%,5.10%,62,0.30%,"Jun 7, 2023 11:16 AM","Jun 5, 2025 8:15 AM",0,729
Nurture__PC_.04. Email - Blog - (Partnerships) - | Find out the 5 essential stages of partnerships and their life cycles,"4,338","4,229",97.50%,42,67,0,"2,436",57.60%,56,1.30%,2.30%,25,0.60%,"Jun 7, 2023 12:16 PM","May 29, 2025 9:15 AM",0,722
Nurture__PC_.04. Email - eBook - (Social) - | 6 easy steps to master going global with influencer marketing,"1,612","1,575",97.70%,13,24,0,648,41.10%,20,1.30%,3.10%,12,0.80%,"Jun 7, 2023 12:46 PM","Jun 14, 2024 2:44 PM",0,373
"Nurture__PC_.04. Nurture (B2B): | How Canva grew 9,000 global partnerships in a year","1,569","1,543",98.30%,5,21,0,673,43.60%,25,1.60%,3.70%,11,0.70%,"Jun 14, 2023 1:01 PM","Jun 6, 2025 6:26 AM",0,723
Nurture__PC_.05 - Email - Blog - (Affiliate) - | Are you paying your affiliate partners fairly? Here’s how—it’s easy,"37,202","36,117",97.10%,260,822,0,"15,759",43.60%,390,1.10%,2.50%,381,1.10%,"Jun 7, 2023 11:01 AM","Jun 6, 2025 10:21 AM",0,730
Nurture__PC_.05. Email - eBook - (Partnerships) - | [ebook] How to find the right partnership management platform,"2,214","2,116",95.60%,38,61,0,"1,040",49.10%,25,1.20%,2.40%,9,0.40%,"Jun 7, 2023 12:16 PM","May 18, 2024 2:28 PM",0,346
Nurture__PC_.05. Email - eBook - (Social) - | How to add 100s of micro-influencers without drowning in spreadsheets,"1,552","1,521",98.00%,12,19,0,595,39.10%,21,1.40%,3.50%,8,0.50%,"Jun 7, 2023 12:46 PM","Jan 5, 2025 3:21 PM",0,578
Nurture__PC_.05. Nurture (B2B): | Calculator: what's your ROI from partnerships?,"1,519","1,494",98.40%,4,21,0,634,42.40%,16,1.10%,2.50%,12,0.80%,"Jun 7, 2023 1:01 PM","Jun 6, 2025 7:00 AM",0,730
Nurture__PC_.06 - Email - Blog - (Affiliate) - | Discover the path to uncovering incremental value from partnerships,630,586,93.00%,12,32,0,228,38.90%,5,0.90%,2.20%,6,1.00%,"Jun 7, 2023 11:01 AM","May 3, 2024 11:23 AM",0,331
"Nurture__PC_.06 - Email - eBook - Partnerships - Pop quiz! Hey there, which channel is quickly overtaking paid search?","14,602","13,112",89.80%,665,828,0,"1,228",9.40%,44,0.30%,3.60%,42,0.30%,"Jun 7, 2023 11:16 AM","May 14, 2024 6:37 PM",0,342
Nurture__PC_.06. Email - eBook - (Social) - | [ebook] How to effectively manage the many types of influencers,"3,220","3,154",98.00%,22,44,0,"1,306",41.40%,62,2.00%,4.70%,28,0.90%,"Jun 7, 2023 12:46 PM","Jun 6, 2025 8:47 AM",0,730
